id,date,function_id,execution_time
5877,2020-01-03,1,259
9660,2020-07-09,3,1027
13121,2020-04-16,4,5797
8957,2020-09-11,2,322
4256,2020-12-21,1,260
6058,2020-08-12,2,341
13619,2020-04-02,4,5766
9652,2020-05-29,3,1030
11939,2020-08-04,3,1037
7793,2020-05-07,2,326
8147,2020-02-24,2,312
8210,2020-07-15,2,337
10891,2020-03-20,3,1033
14414,2020-02-27,4,5771
476,2020-08-26,0,56
3270,2020-03-31,1,252
1354,2020-11-30,0,60
2300,2020-10-18,0,72
243,2020-12-06,0,64
3249,2020-12-21,1,258
13464,2020-02-22,4,5653
11737,2020-11-18,3,1033
282,2020-05-12,0,70
4341,2020-09-30,1,250
14750,2020-08-21,4,5692
6755,2020-02-20,2,349
6657,2020-11-13,2,337
2876,2020-11-16,0,66
2654,2020-12-18,0,69
5343,2020-03-27,1,254
9523,2020-07-24,3,1033
11689,2020-02-05,3,1035
13435,2020-04-15,4,5788
9865,2020-11-28,3,1042
11007,2020-09-27,3,1042
4238,2020-03-06,1,255
2278,2020-04-05,0,68
1271,2020-07-12,0,63
12290,2020-10-22,4,5874
17091,2020-05-15,5,146
4382,2020-10-19,1,257
15866,2020-08-02,5,148
1856,2020-07-30,0,66
6524,2020-07-14,2,319
4002,2020-12-11,1,255
16160,2020-07-22,5,161
11718,2020-09-22,3,1037
5215,2020-07-24,1,259
12942,2020-05-29,4,5761
9025,2020-08-28,3,1033
16725,2020-07-09,5,145
11982,2020-04-12,3,1022
9857,2020-01-21,3,1035
11461,2020-03-16,3,1028
16309,2020-02-26,5,153
6211,2020-06-14,2,345
5342,2020-02-11,1,254
4533,2020-01-16,1,254
15085,2020-02-14,5,150
11931,2020-10-08,3,1030
9273,2020-11-15,3,1032
8287,2020-05-17,2,318
15907,2020-01-29,5,145
12412,2020-12-16,4,5831
10102,2020-05-06,3,1026
22,2020-10-25,0,73
6928,2020-02-22,2,306
10668,2020-04-13,3,1037
17602,2020-01-30,5,144
1644,2020-07-06,0,68
12407,2020-10-12,4,5754
11713,2020-05-06,3,1032
2741,2020-06-11,0,71
15713,2020-01-29,5,139
11902,2020-06-27,3,1029
6676,2020-05-19,2,314
9098,2020-09-26,3,1039
4869,2020-01-16,1,250
15293,2020-01-22,5,150
2733,2020-04-30,0,57
5243,2020-06-16,1,255
8660,2020-07-06,2,338
14041,2020-04-16,4,5547
15281,2020-11-30,5,153
9659,2020-10-04,3,1032
7571,2020-06-02,2,365
5744,2020-09-11,1,255
6551,2020-01-23,2,342
9665,2020-10-25,3,1033
3080,2020-05-12,1,251
14148,2020-11-24,4,5656
4468,2020-03-27,1,251
6104,2020-12-06,2,315
17054,2020-10-10,5,135
5939,2020-03-22,1,257
11618,2020-11-07,3,1034
17433,2020-09-23,5,143
14074,2020-09-07,4,5950
5206,2020-01-11,1,258
3095,2020-11-29,1,257
11392,2020-07-11,3,1028
11813,2020-04-15,3,1033
5260,2020-01-16,1,254
13032,2020-01-29,4,5815
10337,2020-01-08,3,1040
10689,2020-12-06,3,1033
6379,2020-04-18,2,334
12497,2020-03-28,4,5868
316,2020-06-07,0,67
2242,2020-07-04,0,71
13757,2020-11-03,4,5747
4056,2020-01-07,1,251
1288,2020-09-03,0,66
900,2020-06-05,0,66
4851,2020-05-22,1,253
16366,2020-01-23,5,149
238,2020-01-19,0,61
8342,2020-03-21,2,312
1085,2020-12-10,0,68
11988,2020-05-15,3,1028
4069,2020-03-05,1,253
8280,2020-02-19,2,319
11135,2020-07-07,3,1033
8991,2020-02-23,2,307
14362,2020-06-13,4,5791
3075,2020-08-15,1,246
7109,2020-06-17,2,295
17873,2020-01-02,5,163
6032,2020-11-03,2,308
534,2020-02-23,0,65
10535,2020-06-05,3,1027
10498,2020-03-03,3,1036
12253,2020-06-16,4,5969
14985,2020-03-16,4,5551
13270,2020-04-15,4,5798
15303,2020-06-14,5,130
15117,2020-04-09,5,146
538,2020-07-09,0,61
16183,2020-01-18,5,166
17576,2020-12-12,5,166
5444,2020-02-27,1,254
7616,2020-10-04,2,357
3822,2020-06-04,1,255
16511,2020-06-21,5,135
7473,2020-03-13,2,293
12220,2020-03-26,4,5778
15780,2020-02-23,5,144
1079,2020-08-20,0,71
8310,2020-05-13,2,322
6825,2020-05-11,2,343
6680,2020-05-26,2,320
12596,2020-04-07,4,5813
10651,2020-01-03,3,1031
15130,2020-01-07,5,159
15840,2020-02-20,5,153
11484,2020-02-23,3,1040
9203,2020-11-07,3,1034
11678,2020-04-11,3,1038
12350,2020-08-28,4,5787
10176,2020-03-31,3,1032
8401,2020-03-18,2,342
15571,2020-02-14,5,149
6378,2020-02-24,2,320
5443,2020-06-27,1,254
14105,2020-11-21,4,5786
667,2020-05-01,0,69
10796,2020-04-02,3,1030
15051,2020-09-26,5,150
2709,2020-10-04,0,67
469,2020-05-25,0,66
16565,2020-12-31,5,144
16140,2020-03-12,5,136
11601,2020-01-05,3,1039
3483,2020-10-23,1,252
6481,2020-02-03,2,325
1320,2020-12-10,0,61
16541,2020-04-15,5,154
8458,2020-08-11,2,346
16616,2020-11-18,5,144
14268,2020-03-24,4,5776
6851,2020-06-11,2,319
6360,2020-03-02,2,345
17058,2020-02-27,5,153
13653,2020-03-15,4,5939
203,2020-03-27,0,71
3609,2020-07-04,1,252
1887,2020-10-01,0,72
6011,2020-04-02,2,338
15658,2020-02-19,5,129
4583,2020-10-30,1,254
12069,2020-05-07,4,5738
13053,2020-04-04,4,5792
16249,2020-01-25,5,145
3221,2020-07-11,1,255
3601,2020-09-15,1,254
9212,2020-09-08,3,1034
5182,2020-05-21,1,258
14142,2020-05-24,4,5687
8615,2020-10-28,2,363
16715,2020-05-17,5,158
10878,2020-03-11,3,1031
6858,2020-05-04,2,330
16159,2020-08-11,5,150
6408,2020-01-30,2,329
11277,2020-04-06,3,1027
11155,2020-04-20,3,1030
5079,2020-09-12,1,260
16506,2020-01-26,5,153
4587,2020-10-19,1,259
11557,2020-01-08,3,1039
658,2020-11-26,0,67
7043,2020-07-22,2,340
5155,2020-01-14,1,255
5553,2020-11-25,1,250
11844,2020-08-18,3,1035
7353,2020-11-28,2,369
4663,2020-07-04,1,249
15635,2020-11-14,5,169
245,2020-08-31,0,68
11346,2020-12-09,3,1028
6365,2020-05-18,2,360
859,2020-03-18,0,59
13848,2020-05-13,4,5728
12448,2020-02-28,4,5692
1904,2020-09-22,0,54
16478,2020-05-12,5,159
10389,2020-01-21,3,1038
14594,2020-11-29,4,5709
13958,2020-03-08,4,5816
15444,2020-12-04,5,168
7836,2020-03-21,2,383
15710,2020-10-12,5,159
7390,2020-08-15,2,333
3298,2020-03-17,1,250
15498,2020-10-27,5,161
14508,2020-03-12,4,5882
3332,2020-11-16,1,255
15836,2020-05-14,5,149
3934,2020-12-13,1,254
10333,2020-03-14,3,1033
14184,2020-07-01,4,5658
13854,2020-08-19,4,5906
1340,2020-04-19,0,63
362,2020-05-14,0,68
15373,2020-08-10,5,157
15981,2020-07-07,5,158
7306,2020-10-30,2,333
10797,2020-10-28,3,1032
359,2020-09-15,0,71
10601,2020-11-30,3,1040
14169,2020-06-14,4,5823
15347,2020-07-11,5,156
16945,2020-05-17,5,151
7462,2020-09-05,2,266
17552,2020-03-11,5,153
10679,2020-05-19,3,1025
14232,2020-03-11,4,5845
7118,2020-01-26,2,346
5176,2020-11-08,1,256
7092,2020-08-02,2,289
13489,2020-08-09,4,5739
8200,2020-02-04,2,335
12019,2020-12-31,4,5748
14586,2020-07-04,4,5940
8783,2020-08-20,2,318
6798,2020-10-10,2,379
10313,2020-07-17,3,1032
17785,2020-12-11,5,143
6185,2020-10-03,2,292
9877,2020-01-06,3,1036
17890,2020-06-09,5,142
7341,2020-05-15,2,323
11291,2020-08-14,3,1034
7147,2020-05-23,2,358
12707,2020-06-25,4,5777
3461,2020-02-05,1,257
918,2020-01-06,0,71
6285,2020-05-24,2,329
10817,2020-12-02,3,1034
11546,2020-11-15,3,1030
319,2020-11-21,0,68
6520,2020-06-06,2,326
6996,2020-09-08,2,302
1600,2020-01-31,0,62
13613,2020-08-23,4,5763
14005,2020-02-26,4,5830
6619,2020-06-07,2,331
505,2020-07-12,0,62
17953,2020-02-02,5,159
6587,2020-03-17,2,320
16618,2020-10-13,5,159
5144,2020-08-13,1,253
3635,2020-10-17,1,247
8684,2020-07-12,2,278
2836,2020-12-03,0,58
12741,2020-07-20,4,5677
11979,2020-04-06,3,1039
14688,2020-08-31,4,5716
5179,2020-03-26,1,255
17241,2020-09-17,5,138
8974,2020-03-24,2,320
15948,2020-08-10,5,146
10989,2020-01-22,3,1033
14946,2020-04-07,4,5693
14876,2020-04-14,4,5751
11800,2020-02-29,3,1022
3684,2020-05-28,1,256
10269,2020-12-22,3,1028
11744,2020-01-06,3,1028
14571,2020-04-02,4,5793
15163,2020-08-09,5,148
6284,2020-08-26,2,291
10814,2020-01-30,3,1025
12541,2020-11-29,4,5904
5763,2020-07-16,1,256
1945,2020-11-24,0,70
14500,2020-10-01,4,5856
309,2020-02-11,0,63
16014,2020-03-29,5,149
12610,2020-07-06,4,5725
3639,2020-11-25,1,255
4719,2020-11-17,1,257
555,2020-01-02,0,73
4154,2020-10-18,1,249
7178,2020-08-09,2,330
10610,2020-08-27,3,1027
1361,2020-10-22,0,67
7489,2020-06-27,2,345
4962,2020-12-30,1,253
13210,2020-06-20,4,5505
9464,2020-10-16,3,1028
15308,2020-12-04,5,151
1259,2020-11-03,0,61
272,2020-09-23,0,56
3114,2020-04-10,1,256
4675,2020-09-06,1,255
9934,2020-02-26,3,1039
12525,2020-05-06,4,5855
10642,2020-11-16,3,1035
4349,2020-07-16,1,260
14879,2020-10-19,4,5937
14976,2020-01-05,4,5808
15185,2020-03-27,5,149
4473,2020-11-03,1,252
15575,2020-04-09,5,148
17987,2020-11-21,5,170
4020,2020-02-28,1,259
17111,2020-10-27,5,164
15971,2020-07-30,5,169
12984,2020-06-18,4,5802
3113,2020-02-05,1,256
10973,2020-11-17,3,1039
8363,2020-01-09,2,312
9635,2020-12-10,3,1037
1009,2020-04-28,0,71
5374,2020-08-09,1,252
5226,2020-07-22,1,257
1924,2020-06-17,0,75
4709,2020-07-07,1,256
6437,2020-06-22,2,340
8798,2020-11-28,2,333
944,2020-12-15,0,64
650,2020-05-26,0,68
2634,2020-01-03,0,67
14625,2020-06-09,4,5820
14265,2020-02-11,4,5793
5955,2020-07-26,1,253
15157,2020-03-01,5,150
14245,2020-12-31,4,5789
5864,2020-08-07,1,250
8141,2020-07-29,2,337
9654,2020-06-01,3,1035
2283,2020-12-02,0,71
7482,2020-06-07,2,287
5742,2020-11-23,1,250
5241,2020-11-23,1,258
7465,2020-09-21,2,356
4199,2020-12-27,1,256
7191,2020-05-02,2,319
9295,2020-09-17,3,1038
11156,2020-11-19,3,1032
9226,2020-12-05,3,1035
8159,2020-01-18,2,332
11504,2020-07-19,3,1030
5627,2020-11-02,1,258
13126,2020-12-06,4,5837
781,2020-03-01,0,57
8674,2020-08-18,2,317
7407,2020-04-25,2,339
2369,2020-07-12,0,73
9668,2020-09-10,3,1023
975,2020-08-28,0,74
10220,2020-04-15,3,1039
17908,2020-04-30,5,150
16361,2020-11-27,5,150
9332,2020-06-16,3,1037
992,2020-07-28,0,66
2972,2020-11-27,0,62
13284,2020-08-24,4,5731
6177,2020-11-23,2,349
12086,2020-07-25,4,5853
16788,2020-04-14,5,157
17764,2020-08-04,5,152
4777,2020-08-19,1,257
16216,2020-04-24,5,155
3621,2020-05-28,1,256
7959,2020-12-02,2,389
3495,2020-04-18,1,251
9016,2020-09-08,3,1034
7709,2020-09-23,2,314
4182,2020-09-22,1,255
13745,2020-06-07,4,5837
17097,2020-12-26,5,166
9455,2020-02-07,3,1033
14338,2020-07-13,4,5670
15286,2020-08-24,5,127
6103,2020-01-08,2,342
3873,2020-11-22,1,258
15552,2020-12-06,5,144
12367,2020-11-25,4,5717
2746,2020-01-16,0,62
7982,2020-04-05,2,376
12766,2020-11-23,4,5759
16605,2020-10-30,5,154
15798,2020-07-25,5,156
3587,2020-08-14,1,257
4143,2020-02-01,1,257
12727,2020-03-09,4,5881
13387,2020-12-13,4,5711
10477,2020-09-08,3,1026
4335,2020-03-07,1,252
9643,2020-05-21,3,1034
3811,2020-11-30,1,253
1021,2020-12-25,0,61
17664,2020-11-03,5,153
16847,2020-09-09,5,148
7700,2020-03-20,2,314
366,2020-01-19,0,65
15460,2020-09-05,5,155
5388,2020-06-27,1,249
14725,2020-02-19,4,5924
7355,2020-08-08,2,306
7903,2020-05-24,2,376
6600,2020-02-14,2,337
16462,2020-03-28,5,150
290,2020-09-20,0,61
13849,2020-10-08,4,5805
767,2020-09-11,0,59
5885,2020-05-06,1,256
703,2020-08-19,0,67
7888,2020-04-10,2,303
4881,2020-01-05,1,259
9829,2020-06-25,3,1030
17535,2020-03-25,5,164
15261,2020-12-08,5,171
166,2020-09-22,0,65
6717,2020-01-13,2,333
7749,2020-02-29,2,327
1496,2020-01-03,0,72
4328,2020-07-18,1,251
16011,2020-04-29,5,153
10764,2020-04-18,3,1032
1944,2020-11-28,0,66
3276,2020-10-24,1,258
5063,2020-12-03,1,253
15143,2020-03-29,5,135
14193,2020-11-23,4,5743
8749,2020-04-20,2,309
1736,2020-06-18,0,59
13366,2020-07-07,4,5771
9971,2020-08-24,3,1027
14057,2020-09-21,4,5742
6260,2020-01-06,2,345
3793,2020-08-13,1,252
16064,2020-04-11,5,157
11893,2020-01-14,3,1027
16985,2020-08-18,5,143
13646,2020-01-28,4,5919
2016,2020-05-25,0,62
16067,2020-10-04,5,160
6342,2020-02-09,2,327
16947,2020-02-07,5,165
15972,2020-03-23,5,155
14033,2020-10-12,4,5752
823,2020-11-30,0,71
17108,2020-08-16,5,139
4376,2020-10-06,1,258
1273,2020-12-07,0,66
11745,2020-05-16,3,1031
15038,2020-10-04,5,172
5915,2020-10-15,1,256
7535,2020-10-25,2,346
3979,2020-08-27,1,253
4897,2020-12-28,1,257
1511,2020-12-04,0,54
5671,2020-03-24,1,255
3366,2020-11-20,1,255
11434,2020-12-13,3,1039
10298,2020-07-08,3,1038
5683,2020-01-24,1,254
2846,2020-05-14,0,60
16527,2020-11-15,5,155
14038,2020-07-27,4,5775
5149,2020-06-13,1,256
8490,2020-09-01,2,331
15784,2020-07-04,5,156
7764,2020-04-29,2,358
3930,2020-05-06,1,258
9440,2020-12-06,3,1027
15632,2020-10-25,5,122
2860,2020-05-16,0,63
13012,2020-06-07,4,5909
6937,2020-05-16,2,351
17410,2020-02-28,5,156
14139,2020-01-30,4,5680
12674,2020-08-29,4,5687
8022,2020-04-15,2,357
590,2020-06-18,0,67
12758,2020-05-20,4,5663
14938,2020-09-09,4,5704
10614,2020-03-24,3,1028
12225,2020-06-08,4,5968
11923,2020-07-11,3,1039
11924,2020-01-30,3,1028
12665,2020-10-16,4,5787
12032,2020-10-14,4,5725
2835,2020-07-02,0,71
10003,2020-06-15,3,1042
6140,2020-03-04,2,333
13554,2020-12-23,4,5897
5660,2020-05-07,1,247
3191,2020-06-28,1,253
976,2020-07-22,0,58
6910,2020-06-06,2,339
17458,2020-06-09,5,147
2657,2020-01-11,0,70
5730,2020-04-30,1,256
8873,2020-01-06,2,311
16693,2020-09-30,5,155
1035,2020-10-02,0,72
11024,2020-03-09,3,1023
6737,2020-06-29,2,316
16895,2020-09-07,5,151
12964,2020-01-06,4,5772
11188,2020-03-25,3,1033
9684,2020-11-16,3,1041
13128,2020-12-25,4,5625
7671,2020-08-08,2,328
10509,2020-09-07,3,1026
4009,2020-09-05,1,256
1363,2020-01-19,0,68
6333,2020-08-20,2,312
7078,2020-07-04,2,342
9220,2020-10-18,3,1028
3131,2020-08-08,1,257
16892,2020-04-25,5,172
533,2020-01-03,0,71
17070,2020-10-21,5,159
4511,2020-12-18,1,258
5035,2020-09-03,1,255
12135,2020-12-30,4,5661
17151,2020-01-07,5,130
14588,2020-10-24,4,5896
9547,2020-09-07,3,1042
6243,2020-01-09,2,350
11227,2020-12-24,3,1029
15920,2020-11-13,5,152
2214,2020-09-01,0,67
12644,2020-04-17,4,5768
9123,2020-08-28,3,1036
12308,2020-03-23,4,5745
9793,2020-09-09,3,1025
14382,2020-01-25,4,5681
14493,2020-02-16,4,5823
8812,2020-05-21,2,324
17139,2020-07-26,5,165
15063,2020-06-12,5,162
1923,2020-01-10,0,66
5289,2020-05-16,1,254
1179,2020-12-21,0,61
401,2020-12-20,0,69
13876,2020-08-03,4,5629
12139,2020-11-11,4,5776
5027,2020-08-29,1,256
9099,2020-09-07,3,1033
7048,2020-05-24,2,307
17228,2020-05-02,5,158
8239,2020-01-03,2,334
8863,2020-10-12,2,292
5290,2020-09-06,1,249
1743,2020-01-05,0,69
13419,2020-02-13,4,5792
17631,2020-11-18,5,144
1392,2020-01-03,0,64
8090,2020-01-22,2,313
13337,2020-04-18,4,5802
16383,2020-06-12,5,147
12482,2020-03-04,4,6020
4592,2020-12-30,1,252
16203,2020-10-18,5,139
17532,2020-12-10,5,156
3999,2020-07-09,1,253
11574,2020-04-22,3,1034
15534,2020-02-04,5,151
17608,2020-03-19,5,131
17214,2020-07-06,5,165
15852,2020-07-09,5,149
1883,2020-02-23,0,61
6337,2020-06-24,2,369
6115,2020-11-30,2,322
4854,2020-05-10,1,253
12601,2020-01-14,4,5625
17277,2020-05-12,5,146
1659,2020-01-03,0,68
3794,2020-11-12,1,252
10195,2020-07-05,3,1045
120,2020-12-30,0,67
11454,2020-02-03,3,1041
13820,2020-04-09,4,5932
3896,2020-10-11,1,257
9309,2020-08-06,3,1034
8148,2020-02-28,2,341
14040,2020-04-27,4,5750
10160,2020-01-04,3,1030
4557,2020-01-05,1,257
11104,2020-08-09,3,1035
10884,2020-04-17,3,1026
7738,2020-06-28,2,338
5563,2020-03-30,1,250
5480,2020-11-29,1,254
17517,2020-06-30,5,131
7382,2020-10-31,2,332
14952,2020-11-14,4,5650
344,2020-11-27,0,64
10912,2020-04-16,3,1031
6649,2020-06-07,2,331
3374,2020-10-17,1,250
7544,2020-08-09,2,326
7199,2020-12-14,2,320
1843,2020-01-20,0,71
6425,2020-11-16,2,325
1848,2020-03-19,0,73
8136,2020-07-04,2,338
17780,2020-07-14,5,159
13971,2020-08-23,4,5959
9070,2020-06-24,3,1028
8676,2020-07-25,2,338
4782,2020-06-06,1,256
3172,2020-11-08,1,251
14467,2020-03-28,4,5862
1826,2020-06-11,0,70
668,2020-02-03,0,64
10609,2020-04-17,3,1033
16339,2020-10-04,5,173
2113,2020-11-22,0,81
253,2020-03-02,0,67
8857,2020-02-12,2,330
8549,2020-08-05,2,319
14462,2020-03-15,4,5797
12490,2020-11-13,4,5717
13616,2020-04-24,4,5708
9655,2020-02-16,3,1031
13037,2020-12-26,4,5840
838,2020-11-30,0,64
6201,2020-07-30,2,305
1129,2020-04-02,0,75
17421,2020-05-25,5,148
16944,2020-05-12,5,156
17688,2020-09-20,5,151
6278,2020-08-28,2,318
1241,2020-10-15,0,60
5973,2020-01-28,1,254
6970,2020-11-15,2,342
3220,2020-06-01,1,256
2017,2020-02-11,0,68
7277,2020-12-13,2,324
6179,2020-11-05,2,317
14704,2020-04-25,4,5898
2474,2020-10-13,0,69
3670,2020-09-20,1,246
6947,2020-06-24,2,322
9957,2020-09-06,3,1030
8895,2020-08-06,2,347
3115,2020-09-12,1,258
1610,2020-08-03,0,68
4956,2020-04-21,1,250
13812,2020-02-08,4,5819
8294,2020-11-27,2,330
259,2020-06-25,0,64
12631,2020-02-17,4,5978
12708,2020-12-30,4,5946
839,2020-03-03,0,68
7555,2020-07-12,2,317
13211,2020-06-17,4,5852
16089,2020-09-11,5,145
15246,2020-11-08,5,152
9031,2020-09-07,3,1029
1558,2020-09-23,0,67
17466,2020-07-14,5,161
5649,2020-08-06,1,251
11216,2020-08-18,3,1031
9947,2020-02-29,3,1033
1751,2020-11-10,0,71
9491,2020-05-28,3,1036
4462,2020-01-29,1,250
4810,2020-10-19,1,255
8004,2020-05-14,2,343
3839,2020-02-03,1,255
1275,2020-06-24,0,71
14984,2020-03-25,4,5797
14584,2020-03-19,4,5705
4130,2020-10-05,1,253
17983,2020-09-01,5,151
6336,2020-08-20,2,317
13894,2020-06-22,4,5708
14254,2020-09-25,4,5853
16558,2020-07-28,5,160
8445,2020-09-26,2,310
16806,2020-05-16,5,150
1582,2020-06-27,0,54
2933,2020-08-15,0,64
692,2020-06-14,0,64
3161,2020-07-25,1,257
7083,2020-07-01,2,311
13045,2020-07-04,4,5918
2787,2020-04-18,0,64
10278,2020-01-19,3,1026
5586,2020-01-14,1,251
644,2020-03-18,0,65
5271,2020-04-28,1,256
16451,2020-02-19,5,170
10334,2020-10-02,3,1027
2055,2020-07-20,0,65
1961,2020-08-05,0,62
14179,2020-08-25,4,5992
9765,2020-11-18,3,1028
11124,2020-04-18,3,1023
6939,2020-02-23,2,315
3321,2020-05-30,1,253
707,2020-04-02,0,67
10415,2020-07-30,3,1028
4037,2020-08-10,1,257
4196,2020-12-29,1,255
722,2020-01-20,0,59
16078,2020-10-01,5,146
17712,2020-06-28,5,147
15126,2020-09-29,5,151
17603,2020-04-15,5,153
1217,2020-04-28,0,67
15099,2020-04-11,5,145
2129,2020-03-31,0,65
12179,2020-03-19,4,5812
15433,2020-02-29,5,166
15165,2020-12-24,5,156
8737,2020-08-22,2,346
6612,2020-02-27,2,326
4176,2020-12-02,1,261
9136,2020-07-24,3,1042
14893,2020-11-10,4,5917
12968,2020-12-17,4,5935
9570,2020-05-23,3,1039
4337,2020-06-03,1,250
10603,2020-01-28,3,1028
10331,2020-11-24,3,1030
3807,2020-01-23,1,252
3165,2020-01-09,1,251
17660,2020-01-15,5,150
170,2020-07-24,0,62
7411,2020-08-07,2,310
2588,2020-09-23,0,50
16195,2020-06-20,5,143
581,2020-12-26,0,68
3219,2020-06-04,1,252
8818,2020-06-13,2,288
7823,2020-02-07,2,333
5662,2020-06-25,1,253
16824,2020-02-24,5,165
7721,2020-06-20,2,262
13280,2020-03-24,4,5807
11366,2020-05-24,3,1031
6146,2020-01-23,2,350
16902,2020-05-24,5,158
5021,2020-04-25,1,254
8185,2020-12-21,2,313
14237,2020-05-04,4,5617
3535,2020-08-12,1,255
16193,2020-06-30,5,148
15517,2020-09-07,5,154
9572,2020-10-12,3,1038
16924,2020-04-23,5,140
771,2020-10-23,0,69
4733,2020-03-10,1,256
1078,2020-06-26,0,73
8066,2020-11-04,2,318
4019,2020-07-03,1,257
5761,2020-09-03,1,250
12810,2020-10-08,4,5825
6267,2020-04-29,2,334
10261,2020-12-29,3,1036
9231,2020-02-24,3,1030
5379,2020-05-15,1,253
14562,2020-12-02,4,5695
15984,2020-04-08,5,150
1870,2020-05-17,0,68
3902,2020-04-24,1,253
6002,2020-07-21,2,313
731,2020-02-17,0,69
9994,2020-11-27,3,1033
5574,2020-02-07,1,254
16121,2020-09-26,5,148
6306,2020-01-07,2,328
7968,2020-02-04,2,311
5601,2020-01-24,1,251
14185,2020-07-10,4,5915
8325,2020-10-30,2,375
1562,2020-03-15,0,63
12073,2020-01-01,4,5848
11210,2020-08-25,3,1033
11626,2020-05-20,3,1032
7813,2020-12-24,2,335
3254,2020-01-12,1,255
11560,2020-03-17,3,1029
10875,2020-07-27,3,1030
7737,2020-03-05,2,360
12292,2020-09-12,4,5819
11771,2020-10-25,3,1031
5665,2020-02-28,1,253
2589,2020-10-21,0,64
9352,2020-11-13,3,1035
4699,2020-01-19,1,260
1372,2020-04-13,0,76
11606,2020-12-27,3,1029
8750,2020-05-29,2,341
2844,2020-04-05,0,61
2489,2020-02-04,0,67
13979,2020-12-19,4,6028
4432,2020-08-03,1,252
7089,2020-05-27,2,351
1847,2020-06-18,0,64
13967,2020-07-31,4,5959
12929,2020-02-25,4,5884
1002,2020-12-17,0,70
11,2020-11-22,0,73
9298,2020-12-01,3,1036
3753,2020-04-23,1,253
801,2020-04-10,0,74
2065,2020-03-04,0,67
1006,2020-01-19,0,64
12400,2020-01-11,4,5768
13439,2020-08-13,4,5915
6571,2020-08-15,2,348
8796,2020-06-11,2,324
16418,2020-04-30,5,158
4132,2020-08-08,1,259
4448,2020-02-25,1,252
9818,2020-07-22,3,1022
1867,2020-06-10,0,72
3928,2020-04-07,1,255
12059,2020-04-10,4,5724
17288,2020-06-13,5,146
17299,2020-06-30,5,155
1191,2020-03-29,0,66
10399,2020-03-21,3,1033
9381,2020-06-02,3,1030
2239,2020-11-15,0,71
361,2020-04-20,0,57
14178,2020-10-19,4,5945
16910,2020-01-23,5,159
14095,2020-01-11,4,5543
5587,2020-04-01,1,254
3721,2020-08-31,1,254
3836,2020-07-05,1,255
6875,2020-05-25,2,309
7104,2020-05-10,2,372
2853,2020-01-23,0,70
10779,2020-10-24,3,1036
6929,2020-11-15,2,353
16557,2020-02-07,5,150
2681,2020-03-16,0,70
4095,2020-08-26,1,257
14406,2020-01-14,4,5830
192,2020-12-04,0,69
17853,2020-12-17,5,152
17888,2020-02-17,5,154
626,2020-11-26,0,63
655,2020-04-11,0,69
3227,2020-07-25,1,253
16500,2020-06-12,5,169
5357,2020-04-09,1,251
2216,2020-07-05,0,60
6194,2020-03-10,2,322
4823,2020-04-01,1,259
7127,2020-07-08,2,320
15554,2020-11-30,5,149
4006,2020-07-23,1,247
926,2020-05-30,0,62
1480,2020-11-26,0,67
3133,2020-11-11,1,257
9709,2020-05-24,3,1022
3328,2020-12-04,1,259
3085,2020-02-15,1,251
14444,2020-08-30,4,5773
14846,2020-11-10,4,5810
4178,2020-12-16,1,256
11274,2020-02-15,3,1035
6251,2020-05-28,2,309
15936,2020-11-26,5,147
14651,2020-05-02,4,5778
3277,2020-04-25,1,255
3266,2020-08-20,1,254
7192,2020-04-09,2,372
5002,2020-12-21,1,254
3716,2020-01-05,1,250
11870,2020-06-22,3,1025
1290,2020-02-29,0,64
17195,2020-11-11,5,145
17916,2020-01-19,5,146
5285,2020-12-19,1,254
15775,2020-10-19,5,135
16267,2020-02-20,5,164
3711,2020-10-08,1,255
4530,2020-11-16,1,256
14668,2020-10-30,4,5773
6942,2020-12-09,2,345
14593,2020-08-02,4,5817
1773,2020-02-27,0,62
16652,2020-03-05,5,164
9664,2020-11-05,3,1026
15620,2020-02-27,5,138
17638,2020-12-28,5,146
14501,2020-05-06,4,5791
13491,2020-04-30,4,5788
7794,2020-12-18,2,330
16211,2020-07-03,5,157
4838,2020-03-28,1,257
17472,2020-03-31,5,150
7288,2020-11-01,2,317
1182,2020-02-10,0,71
2233,2020-04-09,0,66
12357,2020-07-07,4,5675
8278,2020-05-15,2,341
5431,2020-02-12,1,249
13662,2020-05-18,4,5928
113,2020-01-20,0,63
1277,2020-01-01,0,67
12072,2020-07-24,4,5775
6498,2020-03-02,2,325
16737,2020-06-19,5,156
7809,2020-09-29,2,361
8509,2020-05-13,2,330
8491,2020-05-19,2,301
844,2020-11-20,0,73
17584,2020-10-30,5,148
8717,2020-06-12,2,331
9757,2020-09-13,3,1043
16548,2020-01-20,5,143
15917,2020-03-29,5,164
4467,2020-09-02,1,254
1938,2020-07-20,0,70
8070,2020-01-01,2,346
10621,2020-03-16,3,1031
4741,2020-07-11,1,253
15437,2020-11-03,5,139
13521,2020-01-17,4,5885
12352,2020-01-26,4,5701
6760,2020-09-06,2,342
10149,2020-03-26,3,1023
7449,2020-12-25,2,345
17076,2020-12-14,5,147
5024,2020-06-28,1,255
496,2020-06-14,0,78
9690,2020-09-26,3,1025
2755,2020-03-20,0,71
13060,2020-06-13,4,5764
1594,2020-08-15,0,63
1836,2020-03-14,0,72
13427,2020-06-18,4,5865
8770,2020-10-08,2,367
3304,2020-05-04,1,252
14981,2020-09-16,4,5883
4236,2020-05-18,1,252
